section,xtext,status_code,status_note,ordinal,xtext
S4.1,"pg. 57 EGRI `Preencrypted Ballot`, for every Contest in the BallotStyle, for every Contest Option plus an additional null selection, computes a vector `Psi_{i,m}` of length `m`, where `m` is equal to the number of Contest Options and `i` is the Contest Option index. Note1: This is captial `Psi`. Note2: Although `m` is denoted here as a subscript, it is not an index into a second dimension.",nyi,,4,"Not yet implemented"
S4.1,"pg. 57 EGRI `PreencryptedBallot` computes `Psi_{i,m}` for `0 <= i <= m`, where `m` is equal to the number of Contest Options, `i = 0` corresponds to the null vote, and for `1 <= i` `i` is the corresponding Option Index.",nyi,,4,"Not yet implemented"
S4.1,"pg. 57 EGRI `PreencryptedBallot` computes `Psi_{i,m}` when `1 <= i` as a length `m` vector having an encryption of `1` at (1-based) position `i`, and encryptions of `0` at all other options. Note: This corresponds to non-null vote cases.",nyi,,4,"Not yet implemented"
S4.1,"pg. 57 EGRI `PreencryptedBallot` computes `Psi_{i,m}` when `i = 0` as a length `m` vector of encryptions of `0`. Note: This corresponds to the null vote case.",nyi,,4,"Not yet implemented"
S4.1,"pg. 57 Note: EGRI `PreencryptedBallot`, when encrypting ContestOption vectors `Psi_{j,m}`, the encryption nonce `xi_{i,j}` is derived from `H_I` and `xi_B` as specified in eq. 121 (Ref: S4.2.1).",nyi,,4,"Not yet implemented"
S4.1,"pg. 57 For each Preencrypted Ballot generated, EGRI computes `H_I` from `H_E` and the Selection Encryption Identifier `id_B` as specified in [eq. 121 pg. 61].",nyi,,4,"Not yet implemented"
S4.1.1,"pg. 58 EGRI computes the Selection Hash `psi_i` for a single Option `i` according to [eq. 115 pg. 58]",nyi,,4,"Not yet implemented"
S4.1.1,"pg. 58 ""In a contest with a selection limit of L, an additional L null vectors are hashed"" ""where all $E_i = (\alpha_i, \beta_i)$ are encyptions of zero and `1 <= l <= L`.""",nyi,,4,"Not yet implemented"
S4.1.1,"pg. 58 EGRI computes the Selection Hash `psi_{m+l}` for an additional L null vector according to [eq. 114 pg. 58]",nyi,,4,"Not yet implemented"
S4.1.2,"pg. 58 EGRI sorts all Selection Hashes in a contest prior to their use in the computation of the Contest Hash.",nyi,,4,"Not yet implemented"
S4.1.2,"pg. 58 EGRI computes the Contest Hash `chi_l` according to [eq. 115 pg. 58]",nyi,,4,"Not yet implemented"
S4.1.3,"pg. 58 EGRI computes the Confirmation Code `H_C` according to [eq. 116 pg. 58]",nyi,,4,"Not yet implemented"
S4.1.4,"pg. 59 EGRI computes Ballot Chaining values for Preencrypted Ballots according to eq. 117-120 pg. 59.",nyi,,4,"Not yet implemented"
S4.1.5.a,"pg. 59 If the Election Manifest indicates Preencrypted Ballots are enabled, EGRI requires that the Election Manifest specify unambiguously the Hash Trimming Function `Omega` to be used for all Preencrypted Ballots generated for the election.",nyi,,4,"Not yet implemented"
S4.1.5.a,"pg. 59 EGRI provides one or more Hash Trimming Functions.",nyi,,4,"Not yet implemented"
S4.1.5.b,"If the Election Manifest indicates Preencrypted Ballots are enabled, EGRI provides short codes to indicate undervotes",nyi,,4,"Not yet implemented"
S4.2,"If the Election Manifest indicates Preencrypted Ballots are enabled, EGRI provides a ""Ballot Encrypting Tool"" which operates as describedin S4.2",nyi,,4,"Not yet implemented"
S4.2.1,"If the Election Manifest indicates Preencrypted Ballots are enabled, EGRI produces nonces deterministically as described in eq. 121",nyi,,4,"Not yet implemented"
S4.2.2,"[TODO: Pre-Encrypted Ballots]","",,,
S4.3,"[TODO: Pre-Encrypted Ballots]",nyi,,4,"Not yet implemented"
S4.3.1,"[TODO: Pre-Encrypted Ballots]",nyi,,4,"Not yet implemented"
S4.4,"[TODO: Pre-Encrypted Ballots]",nyi,,4,"Not yet implemented"
S4.4.1,"[TODO: Pre-Encrypted Ballots]",nyi,,4,"Not yet implemented"
S4.5.a,"[TODO: Pre-Encrypted Ballots]",nyi,,4,"Not yet implemented"
S4.5.b.verif15,"TODO: Verification 15",nyi,,4,"Not yet implemented"
S4.5.c.verif16,"TODO: Verification 16","",,,
S4.5.d.verif17,"TODO: Verification 17","",,,
S4.5.e.verif18,"TODO: Verification 18","",,,
S4.5.f.verif19,"TODO: Verification 19","",,,
S4.6,"EGRS PreencryptedBallots feature allows the ElectionManifest to specify the use of the `Two Hex Characters` hash-trimming function `Ω_1`.",ics,,50,"Implementation code exists covering a portion of code paths considered substantial"
S4.6,"EGRS PreencryptedBallots feature allows the ElectionManifest to specify the use of the `Four Hex Characters` hash-trimming function `Ω_2`.",ics,,50,"Implementation code exists covering a portion of code paths considered substantial"
S4.6,"EGRS PreencryptedBallots feature allows the ElectionManifest to specify the use of the `Letter-Digit` hash-trimming function `Ω_3`.",ics,,50,"Implementation code exists covering a portion of code paths considered substantial"
S4.6,"EGRS PreencryptedBallots feature allows the ElectionManifest to specify the use of the `Digit-Letter` hash-trimming function `Ω_4`.",ics,,50,"Implementation code exists covering a portion of code paths considered substantial"
S4.6,"EGRS PreencryptedBallots feature allows the ElectionManifest to specify the use of the `Number: 0-255` hash-trimming function `Ω_5`.",ics,,50,"Implementation code exists covering a portion of code paths considered substantial"
S4.6,"EGRS PreencryptedBallots feature allows the ElectionManifest to specify the use of the `Number: 1-256` hash-trimming function `Ω_6`.",ics,,50,"Implementation code exists covering a portion of code paths considered substantial"
S4.6,"EGRS PreencryptedBallots feature allows the ElectionManifest to specify the use of the `Number: 100-355` hash-trimming function `Ω_7`.",ics,,50,"Implementation code exists covering a portion of code paths considered substantial"
S4.6,"EGRS PreencryptedBallots feature allows the ElectionManifest to specify the use of the `Number: 101-356` hash-trimming function `Ω_8`.",ics,,50,"Implementation code exists covering a portion of code paths considered substantial"
S4.6,"EGRS ElectionManifest PreencryptedBallots feature allows to specify the use of and the complete configuration for an API-user-supplied hash-trimming function.",ics,,50,"Implementation code exists covering a portion of code paths considered substantial"
S4.6,"EGRS PreencryptedBallots feature can produce short codes using the `Two Hex Characters` hash-trimming function `Ω_1`.",nyi,,4,"Not yet implemented"
S4.6,"EGRS PreencryptedBallots feature can produce short codes using the `Four Hex Characters` hash-trimming function `Ω_2`.",nyi,,4,"Not yet implemented"
S4.6,"EGRS PreencryptedBallots feature can produce short codes using the `Letter-Digit` hash-trimming function `Ω_3`.",nyi,,4,"Not yet implemented"
S4.6,"EGRS PreencryptedBallots feature can produce short codes using the `Digit-Letter` hash-trimming function `Ω_4`.",nyi,,4,"Not yet implemented"
S4.6,"EGRS PreencryptedBallots feature can produce short codes using the `Number: 0-255` hash-trimming function `Ω_5`.",nyi,,4,"Not yet implemented"
S4.6,"EGRS PreencryptedBallots feature can produce short codes using the `Number: 1-256` hash-trimming function `Ω_6`.",nyi,,4,"Not yet implemented"
S4.6,"EGRS PreencryptedBallots feature can produce short codes using the `Number: 100-355` hash-trimming function `Ω_7`.",nyi,,4,"Not yet implemented"
S4.6,"EGRS PreencryptedBallots feature can produce short codes using the `Number: 101-356` hash-trimming function `Ω_8`.",nyi,,4,"Not yet implemented"
S4.6,"EGRS PreencryptedBallots feature allows an API user to provide a custom hash-trimming function for producing short codes.",nyi,,4,"Not yet implemented"
S4.6,"EGRS PreencryptedBallots feature can consume short codes using the `Two Hex Characters` hash-trimming function `Ω_1`.",nyi,,4,"Not yet implemented"
S4.6,"EGRS PreencryptedBallots feature can consume short codes using the `Four Hex Characters` hash-trimming function `Ω_2`.",nyi,,4,"Not yet implemented"
S4.6,"EGRS PreencryptedBallots feature can consume short codes using the `Letter-Digit` hash-trimming function `Ω_3`.",nyi,,4,"Not yet implemented"
S4.6,"EGRS PreencryptedBallots feature can consume short codes using the `Digit-Letter` hash-trimming function `Ω_4`.",nyi,,4,"Not yet implemented"
S4.6,"EGRS PreencryptedBallots feature can consume short codes using the `Number: 0-255` hash-trimming function `Ω_5`.",nyi,,4,"Not yet implemented"
S4.6,"EGRS PreencryptedBallots feature can consume short codes using the `Number: 1-256` hash-trimming function `Ω_6`.",nyi,,4,"Not yet implemented"
S4.6,"EGRS PreencryptedBallots feature can consume short codes using the `Number: 100-355` hash-trimming function `Ω_7`.",nyi,,4,"Not yet implemented"
S4.6,"EGRS PreencryptedBallots feature can consume short codes using the `Number: 101-356` hash-trimming function `Ω_8`.",nyi,,4,"Not yet implemented"
S4.6,"EGRS PreencryptedBallots feature allows an API user to provide a custom hash-trimming function for consuming short codes.",nyi,,4,"Not yet implemented"
S5,"EGRI uses `HMAC` as the basis for the function `H`.",utsp,,75,"Unit tests exercising a portion of code paths considered sufficient are passing"
S5.1,"EGRI converts between nonegative integers and fixed-size byte arrays using the big endian convention as specified in EG DS v2.1.0 eq. 122 - 123.",utsp,,75,"Unit tests exercising a portion of code paths considered sufficient are passing"
S5.1.1,"EGRI converts between nonegative integers mod `p` and fixed-size byte arrays using the big endian convention as specified in EG DS v2.1.0 eq. 124 - 126.b.",utsp,,75,"Unit tests exercising a portion of code paths considered sufficient are passing"
S5.1.2,"EGRI converts between nonegative integers mod `q` and fixed-size byte arrays using the big endian convention as specified in EG DS v2.1.0 eq. 127 - 129.",utsp,,75,"Unit tests exercising a portion of code paths considered sufficient are passing"
S5.1.3,"EGRI converts between nonnegative integers less than 2^31 and 4-byte fixed-size arrays using the big endian convention.",utsp,,75,"Unit tests exercising a portion of code paths considered sufficient are passing"
S5.1.4,"EGRI hashes fixed-length strings as their minimal UTF-8 encoding.",utsp,,75,"Unit tests exercising a portion of code paths considered sufficient are passing"
S5.1.4,"EGRI hashes varible-length strings as their minimal UTF-8 encoding prefixed by their length in bytes as a sequence of 4 bytes using big endian convention.",utsp,,75,"Unit tests exercising a portion of code paths considered sufficient are passing"
S5.1.5,"EGRI can read and write files as contiguous sequences of bytes.",nfd,"",2,"Needs further discussion"
S5.1.5,"EGRI encodes byte lengths as 4-byte big-endian values.",utsp,,75,"Unit tests exercising a portion of code paths considered sufficient are passing"
S5.1.5,"EGRI accepts byte lengths less than `2^31`.",utsp,,75,"Unit tests exercising a portion of code paths considered sufficient are passing"
S5.1.5,"EGRI does not produce byte lengths greater than `2^31 - 1`.",utsp,,75,"Unit tests exercising a portion of code paths considered sufficient are passing"
S5.2,"EGRI implements the function `H` using HMAC and SHA-2-256 as specified in EG DS v2.1.0 eq. 130.",utsp,,75,"Unit tests exercising a portion of code paths considered sufficient are passing"
S5.3,"EGRI hashes multiple inputs using an unambiguous separation as specified in the relevant section in EG DS v2.1.0",utsp,,75,"Unit tests exercising a portion of code paths considered sufficient are passing"
S5.4,"EGRI implements the function `H_q` as specified in EG DS v2.1.0 eq. 131 - 132.",utsp,,75,"Unit tests exercising a portion of code paths considered sufficient are passing"
S5.4,"Iff Fixed Parameter `q` begins with 248 or more consecutive leading `1` valued bits, such as is the case with `q` from the standard parameter set, the function `H_q` can be simplified to `H`.",utsp,,75,"Unit tests exercising a portion of code paths considered sufficient are passing"
S5.5,"This is expected to be a fully-redundant section, but we could double-check it",utsp,,75,"Unit tests exercising a portion of code paths considered sufficient are passing"
S5.5.1,"This is expected to be a fully-redundant section, but we could double-check it",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S5.5.2,"This is expected to be a fully-redundant section, but we could double-check it",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S5.5.3,"This is expected to be a fully-redundant section, but we could double-check it",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S5.5.4,"This is expected to be a fully-redundant section, but we could double-check it",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S5.5.5,"This is expected to be a fully-redundant section, but we could double-check it",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S6.1.b,TODO,utsp,,75,"Unit tests exercising a portion of code paths considered sufficient are passing"
S6.1.c,"EGRI should compute moduluar multiplication on large integers without generating unnecessarily large intermediate values",utsp,,75,"Unit tests exercising a portion of code paths considered sufficient are passing"
S6.1.d,"EGRI should compute moduluar exponentiation on large integers without generating intermediate values having more digits than there are particles in the universe",utsp,,75,"Unit tests exercising a portion of code paths considered sufficient are passing"
S6.2.1.verif1,"TODO: Verification 1",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S6.2.2.a.verif2,"TODO: Verification 2",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S6.2.2.b.verif3,"TODO: Verification 3",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S6.2.3.verif4,"TODO: Verification 4",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S6.2.4.a.verif5,"TODO: Verification 5",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S6.2.4.b.verif6,"TODO: Verification 6",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S6.2.4.c.verif7,"TODO: Verification 7",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S6.2.4.d.verif8,"TODO: Verification 8",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S6.2.5.a.verif9,"TODO: Verification 9",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S6.2.5.b.verif10,"TODO: Verification 10",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S6.2.5.c.verif11,"TODO: Verification 11",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S6.2.6.a.verif12,"Verification of Correct Contest Data Decryption",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S6.2.7.a.verif13,"TODO: Verification 13",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S6.2.7.b.verif14,"TODO: Verification 14",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S6.2.8.a.verif15,"TODO: Verification 15",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S6.2.8.b.verif16,"TODO: Verification 16",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S6.2.8.c.verif17,"TODO: Verification 17",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S6.2.8.d.verif18,"TODO: Verification 18",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S6.2.8.e.verif19,"TODO: Verification 19",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
